kW
1047.538232633958
508.30671775924606
500.72001216578843
500.69071501889516
505.03090048457796
479.58330159175006
673.5768716299627
615.5609682285078
823.6477917111326
963.7025783334325
1157.1937507548994
1255.7629009847708
1678.3211715002803
2305.3972627312555
1982.7546202815215
1275.06635961974
1074.208331730212
1187.1895645709935
1186.6854947512993
1410.702502372319
1573.292969823414
1337.420263225509
1513.0962220244508
1526.2099829738195
1103.1163601368285
527.9918111019772
521.0183506017551
535.5686908227339
526.5549640660186
524.9072540765285
734.6134636592656
688.5780299131437
906.211633848987
840.423231619972
1038.3104454446732
1212.080074306227
1657.69710492575
2238.8655835989985
2103.218888794931
1372.2172287997266
1035.3238734969543
1066.0089420735833
1141.8868763026414
1421.7420851517759
1613.1399921310956
1424.3971227778063
1561.416716510452
1584.9073650538123
1075.6189515914823
531.3706784181028
495.08047714772187
522.1852862699063
534.082482949328
502.9075831429431
682.3168559289554
594.7138137560817
860.3727581863894
885.3746650461133
1276.6706908038857
1576.5214331518157
1804.5918622053498
2306.166148507218
2194.5548912535155
1401.793855958168
1041.070841583876
1239.360762300536
1510.3015861134409
1841.376901254116
1842.939591309112
1456.9165314332827
1634.9095824673682
1595.779459761795
1180.057006929718
541.9980325878971
535.2498658722159
533.6070207588084
525.3535505502747
507.7574850193698
685.3812904145427
602.5646648369271
794.3694928009243
1076.492508749658
1363.3700274596622
1525.126503692255
1820.335524484063
2358.811895447137
2248.1315577332266
1491.5192480115018
1030.9985543471557
1010.5048234597648
1422.1576122651209
1807.64991027782
1769.5101378312222
1493.000099157869
1588.139196394447
1588.031093159123
1156.7870275961545
553.7385027725343
510.3419788821402
505.0996050893847
527.0404943922215
561.5604908396508
744.0097393582514
642.1524797585547
841.628452742946
861.5908512107741
1350.9924168891453
1556.9949592871828
1842.6172871459903
2242.8820170948698
2201.9108644056023
1472.5841410319802
1191.8827272019523
1129.562049168975
1473.234069841016
1757.8055481972033
1772.4682846292078
1424.3130917340993
1666.0552331871277
1589.3502925829102
1123.2381074942798
520.9887307644926
500.76911112381754
518.1395131003668
482.57977297380444
467.8479689516536
708.9500800491595
665.9260565817887
737.8931205490974
938.8204432056527
1418.0689539759194
1715.4617055775304
1891.4346562197352
2262.426392896862
2273.5447798031064
1463.006308353752
1015.6778668834111
1211.4014182429316
1530.249126768875
1841.6370666767139
1706.2866125670253
1413.4894515842293
1627.4750484322983
1519.378219836081
1106.1715493962147
525.8045020042407
497.4736322955298
508.00283660953374
506.9973196876147
537.8343214829365
724.015703825367
600.4462535658903
797.2188569696741
943.2762668165401
1509.8206784295671
1680.4987045149146
1789.8930115467551
2312.4445974843993
2172.5106704133673
1384.7030136933831
1170.9521755601363
1201.0296485770452
1505.2237020186694
1766.314822918203
1809.4291972592603
1467.0520717150735
1663.201288942791
1592.8715252011589
1117.917191454155
500.3964047282182
528.158610636554
539.9774494631033
528.1734279113487
536.961575464382
696.5480377200073
659.7929187264745
852.6764372170667
1013.3899431763496
1250.502491747067
1195.39761852299
1646.7358722242013
2305.2249665429235
2128.2352997928792
1337.8043312261077
1151.8017566194399
1243.2623707207813
1195.2770450023443
1383.230138130581
1587.133585799154
1372.869567850509
1625.0081384282828
1542.222095854928
1100.306361612832
543.0669429646255
514.2015577470103
540.021489342335
519.2575440132034
530.4047003842173
692.4138003098623
622.1325607646893
782.3429384509275
844.2585665318152
1154.210504009574
1294.831815746746
1698.865658629708
2313.0242435935616
1988.0019030873405
1136.7898073349154
1030.483325717947
1188.0090201845744
1210.1069522487637
1407.1428493553612
1612.8948228136796
1367.3910119231327
1530.6430650137809
1504.8282562506697
1150.4949116269297
497.25766514539845
510.4695180820722
538.4521980166684
505.663390282172
488.73961923959985
654.200972548585
601.5693062862962
769.6047895309202
819.37784733335
1159.5076763223221
1615.7380950367206
1830.3610444241444
2276.496125536206
2289.0712064073473
1509.4776575557855
937.059903014452
1139.4779534637232
1511.8342721877752
1797.1671735937302
1792.9416553275817
1495.509402467333
1664.353782010072
1562.8682111390356
1114.8766262476704
534.6321345001088
531.5964616327171
540.1540297525787
548.7019053915029
545.3525402140249
728.037040800809
662.6303580494197
841.9894150009496
959.3434894893745
1372.7094277745869
1739.093699190449
1932.4719118425958
2253.9918119830018
2288.208500080644
1533.0669424425446
929.7973286174009
1031.3131362626063
1341.6521990787949
1772.654979005159
1723.9956865798756
1471.3726250517905
1668.2917373634286
1520.9675954495592
1096.8686194878878
518.9045021136893
522.4109704215197
520.2336264731786
531.2382488407216
497.58158546511993
701.4424581166996
664.2185038628595
893.4432132169211
1048.9541610068761
1603.4854876460993
1763.2898199974898
1780.1831780343634
2228.9885464095382
2265.1886273612868
1464.1734343013306
1141.6404242304277
1315.0439487375786
1501.3600056639216
1871.6779369453852
1753.4314370193713
1465.6300940202316
1840.8920089430028
1508.6878184415696
1087.1780511530173
552.7722403003295
538.4570707393254
543.4495380055201
526.206633053566
507.89966396535226
719.7343451082353
712.2939977424111
866.8793851373897
828.6491516150271
1197.4525324731908
1442.9992226363279
1692.9166103573384
2211.9248218728444
2194.6430151489594
1430.7867754716065
1025.4371584587022
1249.2120541439324
1681.824809436612
1897.0976779975329
1806.3832479662374
1473.9273437480392
1579.6892342332617
1515.3622234352904
1105.5096879092712
526.0400610696446
522.8424456971843
541.0367399397066
530.8361766407036
553.6108056602939
740.1158856758994
672.1350530709261
889.4229794721094
817.714780021706
1370.405015778845
1623.713225640834
1850.2115287690922
2276.8002008886333
2326.494448106431
1428.2758275500025
987.430377714424
1186.7832238345418
1406.8236209346048
1840.3046737216637
1728.6101010469006
1443.3702561005643
1583.5442885672105
1501.9593780137461
1151.5594014398464
567.3080829944172
517.8452204644819
524.9219085349059
558.6423694638945
515.1578707629685
734.3535949257749
660.8175553883685
889.2491187379885
1011.0972281819503
1200.6466816953364
1241.6132081366277
1614.1520131067232
2314.4586485572754
2073.3479523266346
1273.4382935290773
1182.775754698401
1341.4433625030829
1313.5311006689624
1538.767816167019
1685.848664689632
1411.8709190813743
1556.448939471199
1528.81915529367
1121.761940293547
529.2375616859554
529.7033892640231
542.743176633925
531.949331888418
533.6706868820754
665.2502350582959
634.2266928187698
926.2630008156324
911.3529451848889
964.2145814898022
1326.6582688380236
1649.0233309773096
2315.1478099395854
1943.5313969907374
1240.879558142887
1108.1210621740427
1393.8094751887813
1283.2283878127112
1450.5396416384433
1619.9341185437993
1367.9370199173686
1616.4457721282201
1579.7974404548738
1121.8598753493652
535.8923012027693
500.95045624555297
493.68774355262946
513.4560694325337
498.2534091589932
648.3207477863265
593.9386471259245
814.1904363469565
1079.095302887172
1448.6840037955271
1672.5750026999892
1880.8128853162634
2310.97282329207
2249.6619016063996
1357.6660117240667
884.1056062130967
1070.4760488287998
1545.8152951409284
1904.4402117726886
1745.2931461702565
1436.5584252232595
1639.867567962683
1616.3231448838164
1153.035578448797
565.9447750338727
496.75284892032164
527.4476217477496
526.8002313055085
502.24035067587295
708.7051472699002
598.4109963662831
760.3871913779295
843.655661261899
1482.0507539503008
1548.4381109177325
1768.9474273726953
2301.9633496922474
2253.991877698061
1334.1416013330215
1061.369823704123
1319.7769601017078
1339.3720934506027
1865.2303477333182
1792.3497618733456
1456.1026320687306
1622.6000571344614
1512.5911988459757
1115.234548716416
530.0222828720666
508.6795879520843
524.5884968027142
527.9625188591929
541.9341801084898
715.1834732369432
633.6814440864506
846.5715279184184
983.9135339201054
1491.6085939256643
1856.5354900468594
1943.1482682680225
2396.2167956179146
2370.9360317300648
1423.9455228830411
1043.3925381875515
1050.7599373345004
